@relation context

@attribute demonstrative {0,1}
@attribute position {-1,0,1,2}
@attribute bigram real
@attribute trigram real
@attribute refOther {0,1}
@attribute refTarget {0,1}
@attribute refMultiple {0,1}
@attribute context {0,1}

@data
0,-1,1473,1810,0,0,0,0
1,0,1474,1811,1,1,1,0
0,1,337,380,0,0,0,0
1,2,713,1812,1,0,1,0
0,-1,39,39,0,0,0,0
1,0,1475,1813,1,1,1,0
1,1,1476,1814,0,0,0,0
1,2,1477,1815,0,0,0,0
1,-1,1478,1816,0,0,0,0
1,0,1479,1817,1,0,1,0
1,1,1480,1818,1,0,1,0
1,2,500,1819,1,0,0,0
0,-1,1481,1820,0,0,0,0
0,0,147,1821,1,1,1,0
0,1,1482,1822,1,0,0,0
1,2,1483,1823,1,0,0,0
1,-1,1484,1824,0,0,0,0
0,0,694,1825,1,1,1,0
0,1,1357,1644,0,0,0,0
1,2,802,1826,0,0,0,0
0,-1,937,1827,1,0,1,0
0,0,1485,1828,1,1,1,0
1,1,974,1165,1,0,0,0
1,2,1486,1829,0,0,0,0
0,-1,151,1830,0,0,0,0
0,0,1487,1831,0,1,0,0
1,1,77,1832,0,0,0,0
1,2,780,915,1,0,1,0
1,-1,1488,1833,0,1,0,0
0,0,911,1834,0,1,0,0
0,1,151,1830,0,0,0,0
0,2,1487,1831,0,1,0,0
1,-1,1489,1835,0,0,0,0
0,0,501,763,1,1,1,0
1,1,1490,1836,0,0,0,0
0,2,1491,1837,0,0,0,0
0,-1,853,1838,0,0,0,0
0,0,1492,1839,1,1,1,0
0,1,34,1840,0,0,0,0
0,2,559,1841,0,0,0,0
1,-1,77,1832,0,0,0,0
1,0,780,915,1,0,1,0
1,1,1493,1842,0,0,0,0
0,2,1494,1843,0,0,0,0
0,-1,1495,1844,0,0,0,0
1,0,1496,1845,1,0,0,0
1,1,459,1846,0,0,0,0
1,2,1497,1847,0,0,0,0
0,-1,1498,1848,0,0,0,0
1,0,1332,1616,0,1,0,0
0,1,911,1834,0,1,0,0
0,2,151,1830,0,0,0,0
1,-1,1499,1849,0,0,0,0
0,0,1500,1850,1,1,1,0
0,1,1501,1851,0,0,0,0
0,2,1502,1852,0,0,0,0
0,-1,1503,1853,0,0,0,0
0,0,14,1854,1,1,1,0
0,1,1504,1855,0,1,0,0
0,2,308,1856,0,0,0,0
0,-1,1505,1857,0,0,0,0
0,0,1506,1858,1,0,1,0
1,1,1507,1859,1,0,0,0
0,2,1508,1860,0,0,0,0
0,-1,14,1854,1,1,1,0
0,0,1504,1855,0,1,0,0
0,1,308,1856,0,0,0,0
0,2,14,1861,0,0,0,0
1,-1,77,1862,0,0,0,0
0,0,1509,1863,0,1,0,0
0,1,1209,1864,0,0,0,0
0,2,39,39,0,0,0,0
1,-1,287,1865,0,0,0,0
1,0,813,1866,0,1,0,0
0,1,84,1867,1,0,0,0
0,2,1510,1868,0,0,0,0
0,-1,416,647,1,0,0,0
1,0,1511,1869,1,1,1,0
0,1,542,1870,0,0,0,0
1,2,1512,1871,0,0,0,0
0,-1,1513,1872,1,0,1,0
0,0,538,1873,1,1,1,0
0,1,1142,1380,0,0,0,0
0,2,1514,1874,0,0,0,0
1,-1,1515,1875,0,0,0,0
0,0,1516,1876,1,0,0,0
1,1,125,1877,0,0,0,0
0,2,1517,1878,0,0,0,0
0,-1,1518,1879,0,0,0,0
0,0,1519,1880,0,1,0,0
1,1,654,1881,0,0,0,0
1,2,767,1882,0,0,0,0
0,-1,1520,1883,0,0,0,0
1,0,1521,1884,1,1,1,0
0,1,1522,1885,1,0,1,0
0,2,1523,1886,0,0,0,0
0,-1,1524,1887,1,0,1,0
0,0,1525,1888,0,1,0,0
1,1,1526,1889,0,0,0,0
0,2,1527,1890,0,0,0,0
1,-1,1460,1891,0,0,0,0
0,0,66,1892,0,1,0,0
0,1,1528,1893,0,0,0,0
1,2,119,125,0,0,0,0
1,-1,1529,1894,0,0,0,0
0,0,1530,1895,1,1,1,0
0,1,1531,1896,0,0,0,0
0,2,1532,1897,0,0,0,0
0,-1,82,1898,0,0,0,0
0,0,1533,1899,0,1,0,0
0,1,64,1900,0,0,0,0
0,2,1534,1901,0,0,0,0
0,-1,160,170,0,0,0,0
0,0,39,39,0,1,0,0
0,1,1535,1902,0,0,0,0
0,2,1536,1903,0,0,0,0
0,-1,1032,1244,0,0,0,0
1,0,1033,1245,1,1,1,0
0,1,1034,1246,0,0,0,0
1,2,1537,1904,0,0,0,0
0,-1,1538,1905,0,0,0,0
0,0,1016,1906,0,1,0,0
1,1,1539,1907,0,0,0,0
1,2,504,573,0,0,0,0
0,-1,1540,1908,0,0,0,0
1,0,1541,1909,1,1,1,0
0,1,1542,1910,0,0,0,0
0,2,1543,1911,0,0,0,0
0,-1,1299,1575,0,0,0,0
1,0,1300,1576,0,1,0,0
1,1,1301,1577,0,0,0,0
1,2,1302,1578,0,0,0,0
0,-1,1544,1912,1,0,1,0
0,0,1545,1913,1,1,1,0
1,1,1546,1914,0,0,0,0
1,2,232,1915,0,0,0,0
1,-1,846,1916,0,0,0,0
0,0,1268,1536,1,0,1,0
0,1,1408,1714,0,0,0,0
1,2,1547,1917,0,0,0,0
1,-1,1548,1918,0,0,0,0
0,0,1364,1654,1,1,1,0
1,1,1549,1919,0,0,0,0
0,2,1550,1920,1,0,0,0
0,-1,1551,1921,1,0,0,0
0,0,469,528,1,1,1,0
0,1,565,1922,0,0,0,0
0,2,852,1009,1,0,0,0
0,-1,1552,1923,0,0,0,0
0,0,666,1924,1,1,1,0
0,1,1553,1925,0,0,0,0
0,2,1554,1926,0,0,0,0
0,-1,1555,1927,0,0,0,0
1,0,1556,1928,0,1,0,0
0,1,1557,1929,1,0,1,0
0,2,1558,1930,1,0,0,0
0,-1,1559,1931,1,0,1,0
0,0,0,1932,1,1,1,0
1,1,97,1933,0,0,0,0
1,2,1560,1934,0,0,0,0
0,-1,1561,1935,0,0,0,0
1,0,1562,1936,1,1,1,0
0,1,1563,1937,0,0,0,0
0,2,1564,1938,0,0,0,0
1,-1,1565,1939,0,0,0,0
0,0,1566,1940,1,1,1,0
0,1,1567,1941,0,0,0,0
1,2,1568,1942,0,0,0,0
1,-1,1569,1943,0,0,0,0
1,0,1570,1944,1,1,1,0
0,1,34,454,0,0,0,0
0,2,1571,1945,0,0,0,0
0,-1,1572,1946,0,0,0,0
0,0,1573,1947,1,0,0,0
0,1,893,1305,1,0,0,0
1,2,1574,1948,0,0,0,0
1,-1,1575,1949,0,0,0,0
1,0,1576,1950,0,1,0,0
0,1,1577,1951,1,0,1,0
0,2,1578,1952,0,0,0,0
0,-1,1579,1953,0,0,0,0
1,0,1580,1954,1,1,1,0
0,1,1581,1955,1,0,0,0
1,2,1582,1956,0,0,0,0
0,-1,676,791,1,0,0,0
1,0,104,1957,1,0,0,0
1,1,1583,1958,0,0,0,0
1,2,1584,1959,0,0,0,0
0,-1,1585,1960,1,0,1,0
1,0,800,1961,1,1,1,0
0,1,1586,1962,0,0,0,0
0,2,1587,1963,1,0,0,0
0,-1,1588,1964,0,0,0,0
1,0,1589,1965,1,1,1,0
0,1,1590,1966,0,0,0,0
1,2,1591,1967,0,0,0,0
0,-1,1592,1968,1,1,1,0
1,0,1593,1969,1,1,1,0
1,1,77,1970,0,0,0,0
1,2,61,1971,0,0,0,0
0,-1,337,1972,0,0,0,0
0,0,1594,1973,0,1,0,0
0,1,1595,1974,1,0,1,0
1,2,1596,1975,0,0,0,0
0,-1,1597,1976,0,0,0,0
0,0,1598,1977,1,1,1,0
1,1,1599,1978,1,0,1,0
1,2,1600,1979,1,0,1,0
1,-1,447,1980,0,0,0,0
1,0,1601,1981,0,1,0,0
1,1,1482,1982,1,0,1,0
0,2,1602,1983,0,1,0,0
1,-1,1486,1829,0,0,0,0
0,0,1592,1968,1,1,1,0
1,1,1593,1969,1,1,1,0
1,2,77,1970,0,0,0,0
1,-1,1482,1982,1,0,1,0
0,0,1602,1983,0,1,0,0
0,1,1603,39,0,0,0,0
0,2,1475,1984,1,0,1,0
1,-1,1604,1985,0,0,0,0
0,0,1605,1986,1,0,1,0
1,1,1606,1987,0,0,0,0
1,2,1607,1988,0,0,0,0
0,-1,1005,1989,0,0,0,0
0,0,1608,1990,0,1,0,0
0,1,1213,1469,0,0,0,0
1,2,1609,1991,1,0,1,0
0,-1,1610,1992,0,0,0,0
0,0,1611,1993,0,1,0,0
0,1,21,1994,0,0,0,0
0,2,559,1995,0,0,0,0
0,-1,1588,1996,0,0,0,0
1,0,1612,1997,0,1,0,0
1,1,1613,1998,0,0,0,0
1,2,363,1999,1,0,0,0
1,-1,1614,2000,0,0,0,0
1,0,1615,2001,1,1,1,0
1,1,1616,2002,0,0,0,0
0,2,1617,2003,0,0,0,0
0,-1,1618,2004,0,0,0,0
0,0,1619,2005,0,1,0,0
0,1,1620,2006,0,0,0,0
1,2,34,2007,0,0,0,0
0,-1,1621,2008,0,0,0,0
0,0,66,2009,0,1,0,0
0,1,743,872,0,0,0,0
0,2,1622,2010,0,0,0,0
0,-1,1623,2011,1,0,0,0
1,0,34,2012,0,1,0,0
0,1,744,2013,0,0,0,0
0,2,286,314,0,0,0,0
0,-1,1624,2014,0,0,0,0
0,0,1625,2015,0,1,0,0
1,1,77,2016,0,0,0,0
0,2,1626,2017,0,0,0,0
0,-1,1627,2018,0,0,0,0
1,0,1107,2019,1,1,1,0
1,1,152,2020,0,0,0,0
1,2,1628,2021,0,0,0,0
1,-1,1629,2022,0,0,0,0
1,0,1630,2023,0,1,0,0
1,1,952,2024,1,0,1,0
1,2,617,2025,1,0,0,0
0,-1,1631,2026,0,0,0,0
0,0,666,1546,0,0,0,0
0,1,1632,2027,0,0,0,0
0,2,1633,2028,1,0,0,0
0,-1,1634,2029,0,0,0,0
1,0,386,2030,1,1,1,0
0,1,97,2031,0,0,0,0
0,2,1635,2032,1,0,0,0
1,-1,124,278,1,0,0,0
0,0,1636,2033,1,1,1,0
1,1,1526,2034,0,0,0,0
1,2,77,576,0,0,0,0
1,-1,460,2035,0,0,0,0
1,0,1637,2036,0,1,0,0
0,1,1638,2037,0,0,0,0
1,2,148,157,0,0,0,0
0,-1,1639,2038,0,0,0,0
1,0,1640,2039,0,1,0,0
1,1,1641,2040,1,0,0,0
0,2,1642,39,0,0,0,0
1,-1,1643,2041,0,0,0,0
0,0,76,2042,1,1,1,0
0,1,1517,2043,1,0,0,0
0,2,1644,2044,1,0,1,0
0,-1,1645,2045,0,0,0,0
0,0,1646,2046,0,1,0,0
1,1,1647,2047,0,0,0,0
0,2,1648,2048,0,0,0,0
1,-1,1649,2049,0,0,0,0
1,0,837,991,0,1,0,0
0,1,1650,2050,1,0,0,0
1,2,1651,2051,0,0,0,0
0,-1,281,307,0,0,0,0
1,0,89,308,1,1,1,1
0,1,282,309,1,0,0,0
0,2,283,310,0,0,0,0
0,-1,285,313,0,0,0,0
0,0,286,314,1,1,1,1
1,1,287,315,0,0,0,0
0,2,288,316,0,0,0,0
0,-1,12,12,1,0,0,0
0,0,13,13,1,1,1,1
0,1,14,14,0,0,0,0
0,2,15,15,1,0,1,0
1,-1,297,327,0,0,0,0
1,0,298,328,1,1,1,1
0,1,68,329,0,0,0,0
1,2,299,330,0,0,0,0
1,-1,61,2052,0,0,0,0
0,0,34,2053,1,1,1,1
1,1,1652,2054,1,0,1,0
0,2,1653,2055,0,0,0,0
0,-1,1654,2056,0,0,0,0
0,0,1655,2057,1,0,1,1
0,1,1199,2058,0,0,0,0
0,2,1418,2059,0,0,0,0
0,-1,43,43,0,0,0,0
1,0,44,44,1,1,1,1
0,1,45,45,0,0,0,0
0,2,46,46,0,0,0,0
0,-1,1656,2060,0,0,0,0
0,0,1657,2061,1,1,1,1
0,1,1658,2062,0,0,0,0
0,2,1659,2063,0,0,0,0
0,-1,340,375,0,0,0,0
1,0,341,376,1,1,1,1
1,1,342,377,0,0,0,1
1,2,343,378,0,0,0,1
0,-1,24,379,0,0,0,0
0,0,337,380,1,1,1,1
0,1,344,381,1,0,1,0
1,2,345,382,0,0,0,0
1,-1,73,74,0,0,0,0
1,0,74,75,1,1,1,1
0,1,75,76,0,0,0,0
1,2,76,77,0,0,0,0
1,-1,1660,2064,0,0,0,0
0,0,1661,2065,1,1,1,0
1,1,1662,2066,0,0,0,1
1,2,1663,2067,0,0,0,1
1,-1,366,405,1,0,1,1
0,0,367,406,1,1,1,1
1,1,368,407,1,0,0,0
0,2,369,39,0,0,0,0
0,-1,91,94,0,0,0,0
0,0,92,95,1,0,1,1
0,1,93,96,0,0,0,0
0,2,94,97,0,0,0,0
0,-1,286,430,1,0,1,0
0,0,226,431,1,0,1,1
0,1,390,432,0,0,0,0
1,2,391,433,0,0,0,0
0,-1,1664,2068,0,0,0,0
1,0,1665,2069,1,1,1,1
0,1,1666,2070,0,0,0,0
1,2,141,147,0,0,0,0
0,-1,8,8,0,0,0,0
0,0,1667,2071,1,1,1,1
0,1,41,2072,1,0,1,0
0,2,1668,2073,0,0,0,0
1,-1,1669,2074,0,0,0,0
1,0,64,2075,1,1,1,1
1,1,1670,2076,0,0,0,1
1,2,841,2077,0,0,0,0
0,-1,405,451,0,0,0,0
0,0,406,452,1,1,1,1
0,1,407,453,1,0,0,0
1,2,34,454,0,0,0,0
1,-1,279,466,1,0,0,0
0,0,418,467,1,1,1,1
1,1,419,468,1,0,0,0
1,2,106,469,1,0,1,0
0,-1,1671,2078,1,0,0,0
1,0,1672,2079,1,1,1,1
0,1,1673,2080,0,0,0,0
0,2,423,2081,1,0,0,0
1,-1,153,163,0,0,0,0
1,0,154,164,1,1,1,1
0,1,155,165,0,0,0,0
1,2,156,166,0,0,0,0
0,-1,41,2082,1,0,0,0
0,0,1674,2083,1,1,1,1
1,1,1675,2084,0,0,0,1
1,2,1676,2085,0,0,0,0
1,-1,424,474,0,0,0,0
1,0,425,475,1,1,1,1
1,1,426,476,1,0,0,0
0,2,427,477,0,0,0,0
1,-1,157,167,0,0,0,0
0,0,158,168,1,1,1,1
0,1,159,169,0,0,0,0
0,2,160,170,0,0,0,0
1,-1,156,2086,1,0,1,1
0,0,1677,2087,1,1,1,1
0,1,1678,2088,0,0,0,0
1,2,1679,2089,1,0,0,0
0,-1,52,245,0,0,0,0
1,0,24,24,1,0,1,1
0,1,24,24,0,0,0,0
0,2,468,526,0,0,0,0
1,-1,472,531,0,0,0,0
0,0,226,532,1,0,1,1
0,1,473,533,0,0,0,0
0,2,474,534,0,0,0,0
0,-1,1680,2090,0,0,0,0
1,0,1681,2091,0,1,0,1
1,1,1460,1794,0,0,0,0
0,2,1682,2092,0,0,0,0
0,-1,191,205,0,0,0,0
1,0,192,206,1,1,1,1
1,1,193,207,1,0,0,0
0,2,194,208,1,0,0,0
1,-1,77,576,0,0,0,0
0,0,1683,2093,1,1,1,1
1,1,20,621,0,0,0,0
0,2,1684,2094,0,0,0,0
0,-1,164,272,0,0,0,0
0,0,250,273,1,1,1,1
1,1,251,274,0,0,0,0
0,2,252,275,0,0,0,0
0,-1,253,276,0,0,0,0
1,0,254,277,1,1,1,1
0,1,124,278,0,0,0,0
1,2,255,279,0,0,0,0
0,-1,265,291,0,0,0,1
0,0,266,292,1,1,1,1
1,1,267,293,0,0,0,0
0,2,268,294,0,0,0,0
0,-1,269,295,0,0,0,0
0,0,270,296,1,1,1,1
1,1,271,297,0,0,0,1
1,2,272,298,0,0,0,0
0,-1,1685,2095,0,0,0,0
0,0,1686,2096,0,1,0,0
0,1,1687,2097,0,0,0,0
0,2,1688,2098,0,0,0,0
0,-1,459,603,1,0,0,0
0,0,529,604,1,1,1,1
1,1,530,605,1,0,0,0
1,2,531,606,0,0,0,0
0,-1,1689,2099,1,0,0,0
0,0,413,2100,0,1,0,1
0,1,1690,2101,1,0,0,0
0,2,1691,2102,0,0,0,0
0,-1,1692,2103,0,0,0,0
1,0,1693,2104,1,1,1,1
1,1,87,2105,0,0,0,1
0,2,1694,2106,0,0,0,0
0,-1,1695,2107,1,0,0,0
1,0,1696,2108,0,1,0,1
1,1,1697,2109,0,0,0,1
0,2,1698,2110,0,0,0,0
0,-1,1699,2111,0,0,0,0
1,0,1700,2112,1,1,1,1
1,1,1701,2113,1,0,0,0
1,2,757,2114,0,0,0,0
1,-1,77,576,0,0,0,0
0,0,642,749,1,1,1,1
1,1,34,750,0,0,0,0
1,2,643,751,1,0,1,0
1,-1,1702,2115,0,0,0,1
0,0,654,2116,1,1,1,1
1,1,521,2117,0,0,0,0
0,2,1223,2118,0,0,0,0
0,-1,1703,2119,0,0,0,0
1,0,1704,2120,0,1,0,1
0,1,1705,2121,0,0,0,0
0,2,1706,2122,0,0,0,0
0,-1,1707,2123,0,0,0,0
0,0,1708,2124,0,1,0,1
1,1,1709,2125,0,0,0,0
1,2,1251,1515,0,0,0,0
0,-1,1710,2126,0,0,0,0
1,0,603,2127,0,1,0,1
1,1,549,2128,0,0,0,0
1,2,1711,2129,0,0,0,0
1,-1,1712,2130,0,0,0,0
1,0,1713,2131,0,1,0,0
0,1,66,2132,0,0,0,0
1,2,1714,2133,0,0,0,0
0,-1,1715,2134,0,0,0,1
1,0,1296,2135,0,1,0,0
0,1,1716,2136,0,0,0,0
1,2,1717,2137,0,0,0,0
1,-1,1718,2138,0,0,0,0
0,0,1719,2139,1,0,0,1
0,1,84,2140,1,0,0,0
0,2,1720,2141,0,0,0,0
1,-1,1564,2142,0,0,0,0
0,0,1721,2143,1,1,1,1
0,1,1722,2144,0,0,0,0
0,2,1723,2145,1,0,0,0
0,-1,1724,2146,1,0,1,0
0,0,1376,2147,1,1,1,1
0,1,1091,2148,1,0,0,0
0,2,1725,2149,0,0,0,0
1,-1,90,2150,0,0,0,0
0,0,1726,2151,0,1,0,1
0,1,1727,2152,0,0,0,0
0,2,1728,2153,0,0,0,0
1,-1,677,2154,0,0,0,0
1,0,50,2155,0,1,0,1
1,1,1729,2156,0,0,0,1
1,2,104,1046,0,0,0,0
0,-1,50,2157,0,0,0,0
1,0,1730,2158,1,1,1,1
1,1,1731,2159,1,0,1,0
0,2,1732,2160,0,0,0,0
0,-1,50,2161,0,0,0,1
1,0,1733,2162,1,1,1,1
0,1,1733,2162,0,0,0,0
1,2,77,576,0,0,0,0
0,-1,1734,2163,0,0,0,0
1,0,1735,2164,1,1,1,1
0,1,50,2165,0,0,0,0
0,2,50,2166,0,0,0,0
0,-1,1736,2167,0,0,0,0
0,0,654,2168,1,1,1,1
1,1,1737,2169,0,0,0,0
1,2,194,2170,0,0,0,0
1,-1,1738,2171,0,0,0,0
0,0,1739,2172,1,1,1,1
1,1,1740,2173,0,0,0,0
0,2,50,50,0,0,0,0
0,-1,874,2174,0,0,0,0
1,0,90,2175,1,1,1,1
1,1,1741,2176,0,0,0,0
1,2,34,2177,0,0,0,0
0,-1,1742,2178,0,0,0,0
1,0,780,936,1,1,1,1
0,1,1743,2179,0,0,0,0
0,2,1315,1592,0,0,0,0
0,-1,1744,2180,0,0,0,0
1,0,1745,2181,1,1,1,1
0,1,1746,2182,0,0,0,1
1,2,1747,2183,1,0,0,0
0,-1,1739,2172,0,0,0,0
0,0,1748,2184,0,1,0,1
1,1,1749,2185,0,0,0,0
1,2,50,50,0,0,0,0
1,-1,1750,2186,1,0,1,0
0,0,1751,2187,0,1,0,0
1,1,89,2188,0,0,0,0
1,2,433,2189,0,0,0,0
0,-1,1752,2190,0,0,0,0
0,0,1753,2191,0,1,0,1
1,1,287,2192,0,0,0,0
0,2,1754,2193,0,0,0,0
0,-1,1755,2194,1,0,1,0
0,0,1756,2195,1,1,1,1
1,1,1184,2196,0,0,0,0
1,2,1757,2197,0,0,0,0
0,-1,1758,2198,0,0,0,0
0,0,1759,2199,1,1,1,1
0,1,39,39,1,0,0,0
1,2,300,982,1,0,0,0
0,-1,85,2200,0,0,0,0
0,0,1759,2199,1,1,1,1
0,1,1760,2201,1,0,0,0
0,2,39,39,1,0,0,0
0,-1,1761,2202,0,0,0,0
0,0,1762,2203,0,1,0,1
1,1,77,1862,0,0,0,0
1,2,1763,2204,0,0,0,0
0,-1,1764,2205,0,0,0,0
0,0,1765,2206,0,1,0,1
1,1,1766,2207,0,0,0,0
1,2,1741,2208,0,0,0,0
0,-1,1767,2209,0,0,0,0
0,0,1768,2210,1,1,1,1
0,1,1769,2211,0,0,0,0
0,2,1770,2212,0,0,0,0
1,-1,1771,2213,0,0,0,0
1,0,1772,2214,1,1,1,1
1,1,1773,2215,0,0,0,0
0,2,1774,2216,0,0,0,0
0,-1,1775,2217,0,0,0,0
1,0,1776,2218,1,1,1,1
0,1,50,2165,0,0,0,0
0,2,50,2166,0,0,0,0
1,-1,1777,2219,0,0,0,0
1,0,1778,2220,1,1,1,1
1,1,1771,2213,0,0,0,1
1,2,1772,2214,1,1,1,0
0,-1,1779,2221,0,0,0,0
0,0,1780,2222,0,1,0,1
1,1,1781,2223,0,0,0,0
1,2,1782,2224,0,0,0,0
0,-1,0,2225,0,0,0,0
0,0,1733,2162,1,1,1,1
0,1,97,101,1,1,1,0
0,2,1783,2226,0,0,0,0
0,-1,1779,2227,0,0,0,0
1,0,1784,2228,1,1,1,1
1,1,77,1862,0,0,0,0
0,2,50,50,0,0,0,0
0,-1,1785,2229,0,0,0,0
1,0,1786,2230,1,1,1,1
1,1,65,66,0,0,0,0
0,2,1787,2231,1,0,0,0
0,-1,1733,2162,1,1,1,0
0,0,97,101,1,1,1,1
0,1,1783,2226,0,0,0,0
0,2,789,926,0,0,0,0
0,-1,1788,2232,0,0,0,0
1,0,77,2233,0,1,0,1
0,1,1789,2234,0,0,0,1
1,2,504,573,0,0,0,0
0,-1,1790,2235,0,0,0,0
1,0,1791,2236,0,0,0,1
0,1,1792,2237,0,0,0,0
0,2,50,2238,0,0,0,0
0,-1,1710,2239,1,0,0,0
1,0,1793,2240,1,1,1,1
1,1,34,34,0,0,0,0
0,2,1794,2241,1,0,0,0
0,-1,39,39,1,0,0,0
0,0,1795,2242,1,1,1,1
1,1,1796,2243,0,0,0,0
1,2,1797,2244,0,0,0,0
0,-1,1798,2245,0,0,0,0
1,0,1793,2240,1,1,1,1
1,1,1799,2246,0,0,0,0
1,2,34,34,0,0,0,0
0,-1,1800,39,0,0,0,0
1,0,1801,2247,1,1,1,1
0,1,1802,2248,0,0,0,0
0,2,1803,2249,0,0,0,0
0,-1,1710,2126,0,0,0,0
1,0,603,2127,0,1,0,1
1,1,549,2128,0,0,0,0
1,2,1711,2129,0,0,0,0
1,-1,1804,2250,0,0,0,0
0,0,867,2251,1,1,1,1
1,1,1805,2252,0,0,0,0
1,2,1733,2162,1,1,1,0
1,-1,1805,2252,0,0,0,0
1,0,1733,2162,1,1,1,1
1,1,847,2253,1,0,1,0
1,2,1806,2254,0,0,0,1
1,-1,1807,2255,0,0,0,0
0,0,1808,2256,0,1,0,1
0,1,1809,2257,0,0,0,0
1,2,1810,2258,0,0,0,0
1,-1,1811,2259,0,0,0,0
0,0,1812,2260,0,1,0,1
0,1,1813,2261,0,0,0,0
1,2,50,2262,0,0,0,0
1,-1,690,2263,0,0,0,0
0,0,1814,2264,0,1,0,1
0,1,50,1562,0,0,0,0
0,2,1815,2265,0,0,0,0
0,-1,50,2161,0,0,0,0
1,0,1733,2162,1,1,1,1
0,1,1816,2266,0,0,0,1
0,2,1817,2267,1,0,0,0
0,-1,1818,2268,0,0,0,0
1,0,1791,2269,0,1,0,1
0,1,1819,2270,0,0,0,1
0,2,789,926,0,0,0,0
1,-1,1820,2271,0,0,0,0
1,0,1821,2272,1,0,0,1
0,1,50,2273,0,0,0,0
0,2,263,2274,0,0,0,0
1,-1,64,154,0,0,0,0
0,0,1822,2275,1,1,1,1
0,1,1823,2276,0,0,0,0
0,2,1824,2277,0,0,0,0
1,-1,1825,2278,0,0,0,0
0,0,1826,39,1,1,1,1
0,1,1827,2279,0,0,0,0
0,2,1828,2280,0,0,0,0
0,-1,1829,2281,0,0,0,0
0,0,1830,2282,1,1,1,1
1,1,1831,2283,0,0,0,0
1,2,1832,2284,0,0,0,0
1,-1,1833,2285,0,0,0,1
1,0,1648,2286,1,1,1,1
1,1,1834,2287,0,0,0,0
1,2,1835,2288,0,0,0,0
1,-1,1836,2289,0,0,0,0
1,0,1820,2290,1,0,0,1
0,1,1837,2291,0,0,0,1
0,2,1838,2292,0,0,0,0
0,-1,1839,2293,0,0,0,0
0,0,937,2294,1,1,1,0
1,1,1840,2295,0,0,0,0
0,2,1841,2296,1,0,1,0
1,-1,1842,2297,1,0,0,0
0,0,1843,2298,0,1,0,1
0,1,1844,2299,0,0,0,0
0,2,1845,2300,0,0,0,0
0,-1,1846,2301,0,0,0,0
1,0,1847,2302,1,1,1,0
0,1,1848,2303,1,0,0,0
0,2,1248,1569,0,0,0,0
0,-1,269,2304,0,0,0,0
0,0,519,2305,0,1,0,0
1,1,1849,2306,0,0,0,0
0,2,1850,2307,0,0,0,0
0,-1,1851,2308,0,0,0,0
0,0,1852,2309,0,1,0,0
0,1,1853,2310,0,0,0,0
0,2,1213,1469,0,0,0,0
0,-1,1854,2311,0,0,0,0
0,0,900,2312,0,1,0,0
0,1,1855,2313,0,0,0,0
0,2,912,1479,0,0,0,0
1,-1,390,2314,1,0,1,0
1,0,104,2315,1,1,1,1
1,1,1856,2316,0,0,0,0
1,2,1857,2317,0,0,0,0
0,-1,1858,2318,0,0,0,0
0,0,1859,2319,1,1,1,1
1,1,1743,2320,1,0,0,0
0,2,1860,2321,0,0,0,0
0,-1,1851,2308,0,0,0,0
0,0,1852,2309,0,1,0,0
0,1,1853,2310,0,0,0,0
0,2,1213,1469,0,0,0,0
0,-1,1854,2311,0,0,0,0
0,0,900,2312,0,1,0,0
0,1,1855,2313,0,0,0,0
0,2,912,1479,0,0,0,0
0,-1,716,839,0,0,0,0
0,0,337,840,1,1,1,1
0,1,50,50,0,0,0,0
1,2,717,841,0,0,0,0
1,-1,1861,2322,0,0,0,0
0,0,1862,2323,1,1,1,1
0,1,1863,2324,0,0,0,0
1,2,1864,2325,0,0,0,0
1,-1,775,1047,0,0,0,0
0,0,884,1048,1,1,1,0
1,1,685,802,0,0,0,0
0,2,885,1049,0,0,0,0
0,-1,39,39,0,0,0,0
0,0,1865,2326,0,0,0,0
0,1,1866,2327,0,0,0,0
1,2,1867,2328,1,0,1,0
1,-1,1337,1622,0,0,0,0
0,0,912,1479,0,1,0,0
0,1,1868,2329,0,0,0,0
0,2,1869,2330,0,0,0,0
1,-1,1479,2331,0,0,0,0
0,0,1870,2332,0,1,0,0
0,1,1871,2333,0,0,0,0
0,2,1872,2334,0,0,0,0
0,-1,1873,2335,0,0,0,0
1,0,1874,2336,1,1,1,1
1,1,1875,2337,0,0,0,0
1,2,1876,2338,0,0,0,0
1,-1,77,2339,0,0,0,0
0,0,1877,2340,1,1,1,0
0,1,1878,2341,0,0,0,0
0,2,521,638,0,0,0,0
0,-1,208,2342,0,0,0,0
1,0,1879,2343,0,1,0,1
1,1,967,2344,0,0,0,0
1,2,1880,2345,0,0,0,0
1,-1,1881,2346,0,0,0,0
1,0,1882,2347,0,1,0,1
1,1,1883,2348,0,0,0,0
1,2,1884,2349,0,0,0,0
0,-1,1885,2350,0,0,0,0
0,0,148,157,0,1,0,1
1,1,1886,2351,0,0,0,1
1,2,77,576,0,0,0,0
0,-1,1887,2352,0,0,0,0
0,0,603,2353,1,1,1,1
1,1,690,2354,0,0,0,0
1,2,1888,2355,0,0,0,0
0,-1,1889,2356,0,0,0,0
0,0,1890,2357,0,1,0,1
0,1,1887,2352,0,0,0,0
0,2,603,2353,1,1,1,1
0,-1,39,39,0,0,0,0
0,0,1891,2358,1,0,1,1
1,1,1892,2359,1,0,0,0
0,2,14,2360,0,0,0,0
1,-1,64,1251,0,0,0,0
